42,11,11.23,11.45,11.68,11.9,12.13,12.58,13.03,13.48,13.93,14.38,14.83,15.28,15.73,16.18,16.63,17.3,17.98,18.65,19.33,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
43,0.75,1,1.05,1.11,1.16,1.21,1.31,1.41,1.52,1.62,1.72,1.82,1.92,2.03,2.13,2.23,2.38,2.54,2.69,2.85,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
44,32,32.2,32.4,32.6,32.8,33,33.4,33.8,34.2,34.6,35,35.4,35.8,36.2,36.6,37,37.6,38.2,38.8,39.4,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
45,2.35,2.37,2.38,2.4,2.41,2.43,2.46,2.49,2.53,2.56,2.59,2.62,2.66,2.69,2.73,2.76,2.81,2.86,2.9,2.95,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
46,70,70.1,70.2,70.3,70.4,70.5,70.7,70.9,71.1,71.3,71.5,71.7,71.9,72.1,72.3,72.5,72.8,73.1,73.4,73.7,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
47,11.9,11.93,11.96,11.98,12.01,12.04,12.09,12.15,12.2,12.26,12.31,12.37,12.42,12.48,12.53,12.59,12.67,12.75,12.84,12.92,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
48,38,38.3,38.6,38.9,39.2,39.5,40.1,40.7,41.3,41.9,42.5,43.1,43.7,44.3,44.9,45.5,46.4,47.3,48.2,49.1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
49,2.87,2.88,2.89,2.9,2.91,2.92,2.93,2.94,2.95,2.96,2.97,2.98,2.99,3,3.04,3.08,3.12,3.16,3.2,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
50,6,6.1,6.2,6.3,6.4,6.5,6.7,6.9,7.1,7.3,7.5,7.7,7.9,8.1,8.3,8.5,8.8,9.1,9.4,9.7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
51,0.04,3.5,3.54,3.57,3.61,3.65,3.73,3.81,3.88,3.96,4.04,4.12,4.19,4.27,4.34,4.42,4.54,4.65,4.77,4.88,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
52,39,39.08,39.15,39.23,39.3,39.38,39.53,39.68,39.83,39.98,40.13,40.28,40.43,40.58,40.73,40.88,41.1,41.33,41.55,41.78,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
53,3.5,3.55,3.59,3.64,3.68,3.73,3.82,3.91,4,4.09,4.18,4.27,4.36,4.45,4.54,4.63,4.76,4.9,5.03,5.17,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
54,57,57.2,57.4,57.6,57.8,58,58.4,58.8,59.2,59.6,60,60.4,60.8,61.2,61.6,62,62.6,63.2,63.8,64.4,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
55,7.3,7.37,7.44,7.5,7.57,7.64,7.77,7.91,8.04,8.18,8.31,8.45,8.58,8.72,8.85,8.99,9.19,9.39,9.6,9.8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
56,81,81.1,81.2,81.3,81.4,81.5,81.7,81.9,82.1,82.3,82.5,82.7,82.9,83.1,83.3,83.5,83.8,84.1,84.4,84.7,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
57,14.6,14.62,14.64,14.67,14.69,14.71,14.76,14.8,14.85,14.89,14.94,14.98,15.03,15.07,15.12,15.16,15.23,15.3,15.36,15.43,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5
58,69,69.15,69.3,69.45,69.6,69.75,70.05,70.35,70.65,70.95,71.25,71.55,71.85,72.15,72.45,72.75,73.2,73.65,74.1,74.55,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
59,11,11.03,11.05,11.08,11.1,11.13,11.18,11.23,11.28,11.33,11.38,11.43,11.48,11.53,11.58,11.63,11.7,11.78,11.85,11.93,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
60,8,8.2,8.4,8.6,8.8,9,9.4,9.8,10.2,10.6,11,11.4,11.8,12.2,12.6,13,13.6,14.2,14.8,15.4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
61,1,1.01,1.02,1.03,1.04,1.05,1.06,1.07,1.08,1.09,1.1,1.12,1.14,1.16,1.18,1.2,1.36,1.52,1.68,1.84,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
62,7,7.08,7.15,7.23,7.3,7.38,7.53,7.68,7.83,7.98,8.13,8.28,8.43,8.58,8.73,8.88,9.1,9.33,9.55,9.78,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
63,0.04,2.25,2.27,2.29,2.31,2.33,2.37,2.41,2.44,2.48,2.52,2.56,2.6,2.63,2.67,2.71,2.77,2.83,2.88,2.94,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
64,38,38.13,38.25,38.38,38.5,38.63,38.88,39.13,39.38,39.63,39.88,40.13,40.38,40.63,40.88,41.13,41.5,41.88,42.25,42.63,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
65,4.9,4.92,4.93,4.95,4.96,4.98,5.01,5.04,5.07,5.1,5.13,5.16,5.19,5.22,5.25,5.28,5.32,5.37,5.41,5.46,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
66,73,73.05,73.1,73.15,73.2,73.25,73.35,73.45,73.55,73.65,73.75,73.85,73.95,74.05,74.15,74.25,74.4,74.55,74.7,74.85,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
67,12.5,12.51,12.52,12.54,12.55,12.56,12.59,12.61,12.64,12.66,12.69,12.71,12.74,12.76,12.79,12.81,12.85,12.89,12.92,12.96,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
68,10,10.25,10.5,10.75,11,11.25,11.75,12.25,12.75,13.25,13.75,14.25,14.75,15.25,15.75,16.25,17,17.75,18.5,19.25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
69,0.2,0.22,0.24,0.26,0.28,0.3,1,1.05,1.11,1.16,1.21,1.31,1.41,1.52,1.72,1.92,2.03,2.23,2.54,2.69,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
70,14,14.65,15.3,15.95,16.6,17.25,18.55,19.85,21.15,22.45,23.75,25.05,26.35,27.65,28.95,30.25,32.2,34.15,36.1,38.05,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
71,0.2,0.22,0.24,0.26,0.28,0.3,1,1.05,1.11,1.16,1.21,1.31,1.41,1.52,1.72,1.92,2.03,2.23,2.54,2.69,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
72,10,10.25,10.5,10.75,11,11.25,11.75,12.25,12.75,13.25,13.75,14.25,14.75,15.25,15.75,16.25,17,17.75,18.5,19.25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
73,0.2,0.22,0.24,0.26,0.28,0.3,1,1.05,1.11,1.16,1.21,1.31,1.41,1.52,1.72,1.92,2.03,2.23,2.54,2.69,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
74,5,5.18,5.35,5.53,5.7,5.88,6.23,6.58,6.93,7.28,7.63,7.98,8.33,8.68,9.03,9.38,9.9,10.43,10.95,11.48,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
75,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.7,0.75,0.8,0.85,0.9,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,22,22.45,22.9,23.35,23.8,24.25,25.15,26.05,26.95,27.85,28.75,29.65,30.55,31.45,32.35,33.25,34.6,35.95,37.3,38.65,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
77,2.42,2.43,2.44,2.45,2.46,2.47,2.48,2.49,2.5,2.51,2.52,2.55,2.6,2.65,2.7,2.75,2.8,2.85,2.9,2.95,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
78,28,28.55,29.1,29.65,30.2,30.75,31.85,32.95,34.05,35.15,36.25,37.35,38.45,39.55,40.65,41.75,43.4,45.05,46.7,48.35,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
79,5.07,5.08,5.09,5.1,5.11,5.12,5.13,5.14,5.15,5.2,5.25,5.3,5.35,5.4,5.45,5.5,5.6,5.7,5.8,5.9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
